hostid              PageRank              outdegree              indegree
10041              2.3167067E-5              641                         64
3114              2.3145472E-5              4                         9
3718              2.3121942E-5              28                         13
2188              2.3107455E-5              0                         7
10172              2.3105094E-5              20                         59
5555              2.3097924E-5              133                         30
3595              2.3089095E-5              19                         19
10790              2.3085002E-5              46                         25
5345              2.3079898E-5              17                         26
2000              2.3074812E-5              8                         26
1377              2.307324E-5              41                         33
5233              2.3070019E-5              59                         32
670              2.3067982E-5              106                         20
6127              2.3065404E-5              0                         5
3055              2.3062528E-5              196                         40
5284              2.3062132E-5              15                         40
4761              2.3060333E-5              63                         33
5873              2.3059463E-5              8                         31
8655              2.3056204E-5              7                         48
7515              2.3052478E-5              17                         17
9716              2.3051976E-5              1803                         123
3826              2.3047029E-5              1                         34
3958              2.3045086E-5              4                         19
823              2.3045008E-5              3                         2
4694              2.3045008E-5              3                         2
5959              2.3043343E-5              8                         11
3145              2.3040815E-5              36                         7
3468              2.3039003E-5              1                         19
7594              2.3037204E-5              3                         37
8397              2.303251E-5              26                         27
10317              2.3031545E-5              1                         31
9693              2.3028166E-5              4                         49
10315              2.3016708E-5              31                         34
3140              2.3005463E-5              44                         11
3758              2.2990613E-5              1                         18
390              2.2988628E-5              84                         39
3061              2.2985732E-5              1                         23
4218              2.2980379E-5              0                         39
2266              2.2977536E-5              182                         22
3392              2.2976943E-5              0                         12
7407              2.2972878E-5              39                         15
6799              2.2972343E-5              21                         31
7134              2.2966022E-5              3                         40
3393              2.2965185E-5              85                         31
5030              2.2961325E-5              0                         41
11018              2.2959697E-5              3                         14
4608              2.2951106E-5              1                         41
7799              2.2950477E-5              1                         52
8894              2.2947486E-5              68                         41
9753              2.2940429E-5              1                         55
5865              2.2934557E-5              11                         31
3918              2.2932341E-5              1                         32
2627              2.2929984E-5              194                         23
6437              2.2922504E-5              2                         6
10976              2.2910077E-5              2                         30
5099              2.2907252E-5              8                         13
5163              2.2906333E-5              2                         38
2182              2.2904671E-5              2                         2
4331              2.289687E-5              27                         36
5228              2.2896713E-5              2                         17
10727              2.2893651E-5              0                         25
8917              2.2888624E-5              49                         35
2780              2.2884327E-5              91                         24
9795              2.287724E-5              8                         6
11238              2.287102E-5              2                         101
1396              2.2857948E-5              82                         35
5205              2.2852222E-5              67                         41
4421              2.2846009E-5              2                         10
7067              2.2844875E-5              67                         31
4848              2.283562E-5              1                         34
2997              2.2805176E-5              217                         16
6904              2.2800672E-5              9                         15
7434              2.2792405E-5              1                         54
6136              2.2787E-5              23                         26
4650              2.2784841E-5              13                         16
10887              2.2772656E-5              8                         54
6486              2.2772643E-5              0                         49
1838              2.2771965E-5              3                         6
639              2.2744436E-5              36                         9
5750              2.2738448E-5              25                         27
6619              2.2737408E-5              3                         36
6932              2.273167E-5              56                         30
9467              2.271393E-5              3                         62
2546              2.2712977E-5              18                         25
6693              2.2712538E-5              6                         11
7404              2.2708655E-5              13                         38
10538              2.2706972E-5              2                         72
9323              2.2699252E-5              0                         76
8878              2.2694894E-5              53                         54
3139              2.2690652E-5              41                         10
8635              2.268721E-5              7                         46
6884              2.2686276E-5              4                         20
9640              2.2679691E-5              58                         83
1556              2.2674925E-5              130                         16
8633              2.2674896E-5              0                         11
10207              2.2671526E-5              28                         46
1721              2.2668853E-5              2                         10
6507              2.266861E-5              20                         17
5127              2.2667726E-5              2                         23
6484              2.266462E-5              17                         16
4903              2.2656237E-5              9                         23
8625              2.2656019E-5              31                         22
5222              2.265485E-5              0                         39
11095              2.2651828E-5              1                         12
10239              2.2645912E-5              82                         9
4165              2.264565E-5              3                         37
4313              2.2631957E-5              0                         23
2916              2.2626125E-5              9                         32
6336              2.2623917E-5              0                         15
10051              2.2621643E-5              3                         28
9269              2.2619897E-5              0                         1
10717              2.2608821E-5              3                         40
8051              2.2604472E-5              2                         19
9675              2.2603948E-5              4                         45
7084              2.2588214E-5              1                         21
10395              2.2579628E-5              62                         16
2416              2.2573702E-5              16                         49
5686              2.2572387E-5              17                         42
8830              2.2572021E-5              1                         26
2476              2.2562772E-5              15                         21
9869              2.2541497E-5              0                         8
4895              2.2533502E-5              168                         128
9275              2.2528813E-5              1                         53
3029              2.252608E-5              18                         48
3037              2.2521454E-5              1                         2
3946              2.2517734E-5              3                         44
4142              2.251676E-5              7                         4
8061              2.2516397E-5              116                         13
6538              2.2515253E-5              41                         75
5395              2.2503062E-5              0                         43
678              2.2501958E-5              61                         27
3019              2.2495859E-5              62                         40
8138              2.2490567E-5              44                         22
8405              2.2467979E-5              1                         66
8808              2.246024E-5              47                         12
2783              2.2449614E-5              84                         13
1162              2.2446398E-5              3                         8
5472              2.2435972E-5              0                         2
2987              2.2433469E-5              40                         24
11293              2.242945E-5              37                         67
7538              2.2420318E-5              4                         2
6037              2.2419272E-5              17                         46
5040              2.2407507E-5              3                         57
1964              2.2404307E-5              29                         19
2968              2.2398006E-5              2                         6
6161              2.2386546E-5              100                         21
3489              2.237604E-5              12                         33
7517              2.2369122E-5              0                         28
9295              2.2367556E-5              23                         36
8154              2.2361985E-5              0                         75
2730              2.2356739E-5              3                         3
4915              2.2356555E-5              48                         30
8258              2.2355029E-5              321                         27
10052              2.2349202E-5              1                         49
4577              2.2326873E-5              11                         27
2806              2.2306373E-5              113                         26
6308              2.2300608E-5              81                         13
9027              2.2297936E-5              3                         32
3172              2.2297409E-5              22                         2
4435              2.2288938E-5              1                         58
9039              2.2281627E-5              184                         32
5451              2.2274104E-5              13                         31
4212              2.2248514E-5              6                         10
7945              2.2236316E-5              80                         23
6079              2.2231543E-5              40                         18
8627              2.2213859E-5              8                         49
8457              2.220915E-5              0                         21
7138              2.2201079E-5              274                         40
6016              2.2196582E-5              7                         31
6105              2.2190867E-5              9                         28
8114              2.2190863E-5              72                         32
3867              2.2189684E-5              4                         8
10681              2.2183944E-5              1                         21
1894              2.2183522E-5              20                         6
10438              2.2155946E-5              6                         51
5662              2.2146727E-5              14                         32
2002              2.2145397E-5              52                         15
4441              2.214333E-5              0                         39
6936              2.2137938E-5              28                         26
10571              2.2129927E-5              5                         15
2568              2.2129774E-5              43                         13
9369              2.2121212E-5              18                         14
10480              2.2117412E-5              166                         19
2286              2.2112872E-5              0                         4
11380              2.2099273E-5              79                         14
5011              2.2074437E-5              2                         41
602              2.2074328E-5              1                         13
204              2.207053E-5              56                         35
7588              2.2066324E-5              1                         3
9781              2.2053973E-5              23                         45
11309              2.2052676E-5              101                         20
9979              2.2050393E-5              76                         27
2732              2.2043088E-5              7                         25
9636              2.2033397E-5              10                         17
9065              2.2032527E-5              8                         27
4347              2.2029713E-5              19                         8
10755              2.202792E-5              2                         11
9622              2.2000804E-5              0                         35
5167              2.1995711E-5              134                         67
5413              2.1995565E-5              108                         44
3262              2.1993295E-5              1                         10
11183              2.1984637E-5              76                         17
389              2.1983873E-5              0                         15
475              2.198081E-5              67                         53
2194              2.197751E-5              72                         42
7907              2.19756E-5              2                         40
6061              2.196944E-5              6                         30
10149              2.1962125E-5              59                         25
7339              2.1960732E-5              86                         12
3203              2.1953278E-5              236                         31
2991              2.1952914E-5              1                         11
10048              2.1950244E-5              20                         27
4066              2.1940583E-5              2                         25
9268              2.1938366E-5              1                         16
8927              2.1924247E-5              42                         14
5988              2.1898351E-5              3                         9
7784              2.1871965E-5              93                         34
5385              2.1871272E-5              16                         38
8401              2.1869117E-5              32                         58
1524              2.1866017E-5              1                         1
9611              2.1859621E-5              6                         48
2496              2.1857137E-5              5                         25
9276              2.1846146E-5              24                         35
7875              2.1845532E-5              1                         23
3757              2.1828277E-5              26                         17
8267              2.1817299E-5              42                         25
8105              2.1817094E-5              13                         30
4638              2.179852E-5              3                         45
6389              2.179178E-5              58                         27
7254              2.1791777E-5              37                         56
7171              2.1773474E-5              6                         63
4597              2.1762535E-5              23                         88
1616              2.1762313E-5              27                         9
3815              2.1753684E-5              3                         57
7803              2.1742457E-5              69                         24
8812              2.1730502E-5              33                         29
9717              2.1730375E-5              4                         17
10648              2.1712436E-5              0                         38
2374              2.171236E-5              2                         24
7081              2.1688935E-5              0                         23
8888              2.1686845E-5              0                         41
10076              2.1673206E-5              0                         30
9417              2.167088E-5              15                         28
9999              2.1668271E-5              67                         19
8721              2.1657466E-5              0                         35
3987              2.1645574E-5              70                         27
6263              2.1636024E-5              8                         17
323              2.1633306E-5              101                         25
5853              2.1633175E-5              12                         17
6286              2.1618951E-5              29                         12
4181              2.1613538E-5              67                         29
7831              2.1593412E-5              319                         18
3399              2.1591448E-5              273                         25
1199              2.1585745E-5              64                         20
5285              2.1582997E-5              5                         30
7371              2.1578522E-5              11                         23
8369              2.1576625E-5              2                         60
9744              2.1573764E-5              1                         32
4707              2.1567957E-5              0                         37
6456              2.1552696E-5              43                         52
7291              2.1536078E-5              6                         15
6316              2.1536061E-5              8                         29
357              2.1523641E-5              65                         49
9918              2.1519107E-5              3                         24
4649              2.1517895E-5              26                         33
5135              2.1513373E-5              20                         21
10572              2.1512611E-5              5                         26
1084              2.1503183E-5              111                         70
2346              2.1490167E-5              63                         32
6060              2.1480708E-5              4                         18
5706              2.148057E-5              61                         15
3137              2.1478845E-5              1                         5
6177              2.1458483E-5              0                         46
10213              2.145327E-5              0                         45
5336              2.1449127E-5              0                         22
4452              2.1442054E-5              3                         44
10355              2.1440423E-5              10                         44
3638              2.1435955E-5              7                         11
5420              2.143592E-5              29                         18
7422              2.1427011E-5              1655                         70
4965              2.142467E-5              1                         13
8489              2.1420863E-5              21                         30
1425              2.1419173E-5              7                         7
6301              2.1413209E-5              752                         32
11281              2.1410942E-5              35                         33
10543              2.1409178E-5              1                         47
3363              2.1392869E-5              1                         23
6346              2.1390972E-5              6                         10
1510              2.1374062E-5              7                         7
8528              2.1373125E-5              15                         59
7245              2.1372063E-5              1                         9
7754              2.1361746E-5              47                         20
6931              2.1352991E-5              1                         27
6894              2.1339565E-5              0                         25
1018              2.1339401E-5              32                         59
3052              2.1337912E-5              74                         25
5196              2.1328804E-5              3                         5
2795              2.131946E-5              0                         1
10224              2.1318941E-5              4                         99
4330              2.1304266E-5              33                         28
2422              2.129305E-5              60                         20
873              2.1292839E-5              0                         13
10570              2.129261E-5              5                         20
3059              2.1288568E-5              17                         55
11242              2.1285075E-5              16                         25
1622              2.1279413E-5              63                         27
519              2.1272721E-5              0                         25
7159              2.1266726E-5              7                         51
8665              2.1255752E-5              3                         17
3888              2.1254931E-5              71                         55
5158              2.1251602E-5              2                         40
8190              2.1249212E-5              12                         27
9536              2.1247532E-5              6                         17
9797              2.1246758E-5              178                         23
10291              2.1242306E-5              7                         42
5482              2.1229866E-5              3                         46
8365              2.1217551E-5              12                         93
2950              2.1216274E-5              38                         25
8864              2.1211217E-5              0                         3
8346              2.1207448E-5              24                         15
9066              2.1195912E-5              17                         15
8179              2.1195283E-5              120                         22
5726              2.1193126E-5              32                         32
484              2.1187221E-5              77                         26
10384              2.118696E-5              2                         111
4015              2.1172578E-5              0                         39
9741              2.1159463E-5              4                         22
4210              2.115736E-5              5                         41
1154              2.1156036E-5              2                         6
2271              2.1154077E-5              5                         10
6808              2.1146596E-5              3                         25
5941              2.114605E-5              82                         25
9845              2.1142769E-5              9                         26
7847              2.1131467E-5              88                         27
2490              2.1125044E-5              4                         26
9947              2.1118196E-5              5                         17
8988              2.111296E-5              0                         46
1056              2.1112031E-5              1                         5
3285              2.1099484E-5              127                         20
7123              2.109517E-5              74                         26
10828              2.1092419E-5              53                         12
3803              2.1082169E-5              15                         74
10187              2.1081421E-5              0                         37
2397              2.1075663E-5              20                         10
4744              2.1072461E-5              1                         9
1198              2.1071959E-5              0                         10
7240              2.1066142E-5              1                         46
10610              2.1064523E-5              0                         47
5176              2.1061434E-5              11                         28
3665              2.1059408E-5              98                         6
8414              2.1056432E-5              7                         10
6412              2.1051364E-5              0                         41
2527              2.1049773E-5              12                         15
8935              2.1041758E-5              2                         84
2108              2.1039406E-5              18                         22
8344              2.10342E-5              35                         21
10078              2.103249E-5              0                         50
6051              2.1027812E-5              21                         24
10830              2.102034E-5              11                         20
2668              2.1018808E-5              288                         26
2282              2.1003865E-5              4                         3
2431              2.1001058E-5              50                         24
1904              2.0994796E-5              2                         4
10579              2.0992924E-5              14                         42
1093              2.0987842E-5              1                         6
5187              2.0981908E-5              16                         31
5089              2.0976186E-5              10                         26
4545              2.0975041E-5              204                         53
8884              2.0974201E-5              8                         81
8534              2.0964291E-5              6                         66
5663              2.09607E-5              52                         38
4320              2.0959573E-5              21                         40
5073              2.09559E-5              5                         66
11187              2.095494E-5              1                         17
9167              2.0951822E-5              4                         29
6074              2.094655E-5              14                         18
9695              2.0944703E-5              0                         39
7162              2.094364E-5              13                         70
7063              2.0933123E-5              24                         21
9722              2.0929347E-5              60                         81
8120              2.092258E-5              1                         9
11115              2.0921581E-5              1                         2
3767              2.0909534E-5              76                         21
7510              2.0909501E-5              6                         10
9086              2.0907759E-5              0                         42
3194              2.0899424E-5              1                         17
1630              2.0897605E-5              0                         19
6186              2.0894717E-5              3                         29
5731              2.0894635E-5              2                         30
2661              2.089407E-5              20                         19
1840              2.0891404E-5              2                         2
1841              2.0891404E-5              2                         2
5149              2.088687E-5              85                         31
5019              2.0880561E-5              2                         34
7707              2.088037E-5              15                         37
6375              2.0877811E-5              9                         53
4904              2.087687E-5              11                         22
6059              2.0874399E-5              4                         33
6175              2.0873082E-5              156                         13
7949              2.0870975E-5              22                         29
509              2.0870362E-5              0                         2
2468              2.0870224E-5              1                         4
3899              2.0863246E-5              0                         63
3522              2.0859825E-5              36                         65
2578              2.0858135E-5              19                         31
7618              2.0847288E-5              13                         20
2392              2.084595E-5              25                         26
10908              2.084066E-5              76                         69
5975              2.0828156E-5              1                         13
7189              2.0809202E-5              1                         27
3823              2.0809097E-5              66                         24
3064              2.0807127E-5              37                         46
11156              2.0805863E-5              6                         64
9531              2.0805146E-5              17                         4
7505              2.0803658E-5              75                         16
3822              2.0800835E-5              9                         62
9304              2.079456E-5              4                         17
10472              2.0794505E-5              1                         10
843              2.0785665E-5              21                         5
7362              2.0778925E-5              0                         24
3777              2.0756084E-5              24                         27
7509              2.0754294E-5              3                         32
1996              2.0749183E-5              26                         20
9761              2.0742447E-5              11                         48
6755              2.073993E-5              2                         21
6801              2.0724614E-5              107                         19
6317              2.0719051E-5              0                         4
1316              2.0716281E-5              6                         29
10407              2.0712147E-5              10                         9
1387              2.0700863E-5              6                         21
4434              2.0689706E-5              16                         15
5049              2.0688385E-5              76                         33
6888              2.0684096E-5              0                         61
1465              2.0682864E-5              26                         13
2225              2.0676973E-5              2                         41
9494              2.0675461E-5              75                         36
8242              2.0672589E-5              0                         69
4112              2.0665224E-5              0                         2
2699              2.0664173E-5              390                         27
3734              2.0660624E-5              121                         38
7527              2.0658821E-5              0                         36
2557              2.064844E-5              133                         42
7075              2.0647878E-5              5                         28
1478              2.0645675E-5              1                         10
766              2.0637068E-5              4                         21
3824              2.0624497E-5              2                         20
10230              2.0621077E-5              19                         10
8916              2.0618321E-5              1                         17
10470              2.0615887E-5              9                         27
1401              2.0607768E-5              6                         10
1785              2.0605426E-5              10                         12
2563              2.0604457E-5              2                         10
7201              2.0599266E-5              2                         19
8816              2.0592852E-5              9                         23
8529              2.0591215E-5              1                         16
10801              2.0587464E-5              54                         70
7328              2.0587024E-5              51                         28
2277              2.0583522E-5              97                         29
1789              2.0580894E-5              16                         8
996              2.0580765E-5              3                         5
5795              2.0578384E-5              17                         29
7482              2.0567688E-5              0                         16
10696              2.0548123E-5              13                         64
3292              2.0544725E-5              221                         16
2141              2.0540156E-5              79                         18
7523              2.0536427E-5              15                         30
1663              2.0535299E-5              10                         14
3229              2.053436E-5              0                         15
6776              2.0516698E-5              4                         36
3401              2.05141E-5              120                         19
3862              2.0507794E-5              1268                         73
10684              2.050513E-5              1                         12
8909              2.0505082E-5              1                         35
6644              2.0498128E-5              90                         10
8885              2.0492882E-5              2                         4
5773              2.0483074E-5              15                         18
4561              2.0481795E-5              3                         53
7318              2.0478403E-5              62                         26
5856              2.0471376E-5              105                         26
4789              2.0468999E-5              7                         32
10703              2.0465408E-5              5                         7
3212              2.0463009E-5              565                         35
3754              2.0459927E-5              125                         31
4202              2.0459489E-5              3                         19
8404              2.0457934E-5              1                         46
1023              2.0455042E-5              12                         25
6520              2.0450554E-5              1                         78
6432              2.0439335E-5              0                         7
11275              2.0436542E-5              2                         81
2748              2.0429416E-5              355                         31
4128              2.0429246E-5              8                         12
8452              2.0424439E-5              22                         59
847              2.0421838E-5              1                         7
9158              2.0414853E-5              7                         26
4955              2.0413801E-5              735                         20
10654              2.040995E-5              0                         16
11278              2.03984E-5              3                         9
1039              2.0379244E-5              4                         36
9868              2.0371655E-5              5                         44
5398              2.0371052E-5              26                         8
2820              2.0370602E-5              3                         6
5565              2.0357054E-5              0                         23
7302              2.0351265E-5              0                         19
10441              2.0337948E-5              6                         5
6998              2.033236E-5              0                         11
3215              2.0317404E-5              1                         5
10789              2.0317384E-5              154                         92
4626              2.0309146E-5              6                         36
6978              2.0308386E-5              39                         69
2609              2.0307512E-5              1                         26
3049              2.0306525E-5              421                         32
9745              2.0306414E-5              88                         30
9049              2.026932E-5              4                         40
8102              2.0268693E-5              0                         6
11329              2.0264572E-5              4                         13
6048              2.0263058E-5              11                         5
9123              2.025914E-5              0                         15
9615              2.0255993E-5              7                         17
2708              2.0245774E-5              1                         35
10663              2.024293E-5              18                         15
9578              2.0242023E-5              0                         43
4952              2.0235784E-5              66                         22
5885              2.0232786E-5              0                         43
7656              2.023057E-5              4                         9
1528              2.0219111E-5              17                         33
2802              2.0218056E-5              2                         1
10778              2.0212974E-5              3                         6
6786              2.021049E-5              5                         58
1220              2.0210118E-5              2                         3
4362              2.0208816E-5              1                         89
9626              2.0208481E-5              27                         8
11260              2.019733E-5              2                         18
8905              2.0188567E-5              32                         5
8224              2.0188554E-5              29                         48
3733              2.0186564E-5              109                         17
6645              2.0178282E-5              38                         66
7774              2.0153337E-5              73                         39
7047              2.0153033E-5              1                         18
5906              2.0150035E-5              954                         64
7883              2.0137812E-5              469                         32
5685              2.0135889E-5              11                         27
6892              2.0132406E-5              0                         29
2567              2.0129024E-5              0                         13
356              2.012328E-5              0                         30
7317              2.0122821E-5              1                         10
10068              2.0118656E-5              0                         95
2686              2.0114623E-5              2                         21
8886              2.0112506E-5              0                         55
3505              2.0111202E-5              3                         9
10099              2.010748E-5              4                         11
4939              2.0097028E-5              3                         62
9145              2.00956E-5              2                         63
448              2.0093796E-5              10                         15
2750              2.0093417E-5              26                         16
5872              2.0078594E-5              17                         7
6307              2.0073683E-5              5                         17
8040              2.007328E-5              6                         18
10330              2.0071413E-5              61                         41
6258              2.0063597E-5              12                         30
5625              2.0062873E-5              1                         18
1995              2.0056785E-5              361                         13
7884              2.0054933E-5              240                         28
4              2.0039846E-5              9                         6
11153              2.0034167E-5              53                         29
8328              2.0023353E-5              563                         53
7777              2.0015053E-5              28                         21
4522              2.0009176E-5              7                         77
4560              2.0005575E-5              3                         41
11082              1.9997717E-5              4                         53
6107              1.9993717E-5              0                         21
9712              1.998978E-5              930                         44
7476              1.9975661E-5              0                         26
5755              1.9974881E-5              2                         69
3788              1.9968134E-5              8                         4
2743              1.9966074E-5              1                         1
5241              1.9965777E-5              41                         35
4855              1.9961994E-5              34                         8
8907              1.9956951E-5              3                         34
7596              1.9953048E-5              4                         30
8326              1.9952984E-5              13                         38
5841              1.9951858E-5              10                         13
6514              1.9949739E-5              12                         23
3968              1.9949683E-5              0                         81
3809              1.994333E-5              37                         36
5620              1.9938763E-5              230                         68
3806              1.9936331E-5              23                         7
7592              1.9931009E-5              0                         13
7149              1.9926005E-5              2                         45
4976              1.992498E-5              1                         19
3606              1.9919062E-5              3                         7
144              1.9917577E-5              2                         8
9416              1.9902625E-5              79                         43
5678              1.9898407E-5              1                         7
6879              1.9893681E-5              1                         1
4125              1.9889409E-5              0                         55
288              1.9888945E-5              8                         41
3543              1.9879468E-5              54                         20
5860              1.9876781E-5              7                         33
10405              1.9871426E-5              3                         13
4630              1.9865754E-5              1                         27
2516              1.9860763E-5              5                         32
9213              1.986001E-5              0                         50
8656              1.98595E-5              1                         43
2899              1.984602E-5              0                         29
9773              1.9845742E-5              3                         19
5038              1.9844189E-5              24                         18
3209              1.9841958E-5              6                         14
102              1.9836389E-5              3                         16
1541              1.9833402E-5              3                         13
11319              1.983094E-5              51                         30
10323              1.9826302E-5              48                         62
4336              1.982231E-5              63                         40
7298              1.9820796E-5              2                         23
8076              1.981694E-5              0                         39
