hostid              InversePageRank              outdegree              indegree
6879              2.1262784E-5                         1                            1
3532              2.1259017E-5                         3                            1
10036              2.1253061E-5                         75                            131
6296              2.1243311E-5                         80                            685
4101              2.1223816E-5                         4                            12
9861              2.1221867E-5                         34                            91
11003              2.1221384E-5                         39                            54
9781              2.1219665E-5                         23                            45
4948              2.1218275E-5                         29                            124
1716              2.1213173E-5                         7                            12
9075              2.1207157E-5                         22                            126
10155              2.1197087E-5                         27                            49
1466              2.1190335E-5                         14                            30
4144              2.1170774E-5                         3                            17
4503              2.1161195E-5                         44                            73
5022              2.1158068E-5                         4                            49
8947              2.1152995E-5                         56                            10
10453              2.1140942E-5                         26                            23
2099              2.1132018E-5                         34                            15
1383              2.1131358E-5                         5                            3
10395              2.1127773E-5                         62                            16
9392              2.112748E-5                         30                            94
2886              2.1125954E-5                         67                            97
10170              2.1125885E-5                         32                            175
3982              2.1123105E-5                         4                            5
2402              2.1122936E-5                         1                            1
2440              2.1105989E-5                         9                            7
8433              2.1105989E-5                         9                            11
8448              2.1100119E-5                         31                            61
2666              2.1097318E-5                         12                            4
3630              2.1096741E-5                         15                            0
3742              2.1092295E-5                         31                            59
401              2.1091719E-5                         20                            7
3133              2.1088927E-5                         9                            10
5154              2.1083397E-5                         54                            9
10612              2.107747E-5                         31                            49
8475              2.1077161E-5                         44                            21
7254              2.1062126E-5                         37                            56
5344              2.106116E-5                         19                            40
9034              2.1050142E-5                         46                            50
10095              2.1048761E-5                         25                            43
180              2.1039556E-5                         2                            7
5136              2.1038084E-5                         18                            39
8290              2.1031632E-5                         59                            398
2450              2.1019394E-5                         25                            44
9237              2.1010539E-5                         26                            22
253              2.1008373E-5                         8                            2
2841              2.1006168E-5                         20                            14
2650              2.1001833E-5                         20                            10
7898              2.1001488E-5                         22                            56
10349              2.0999838E-5                         8                            200
4049              2.0994245E-5                         34                            201
9187              2.0986128E-5                         9                            35
8530              2.0976684E-5                         57                            25
3595              2.0974108E-5                         19                            19
5999              2.0965843E-5                         18                            26
3762              2.0959626E-5                         33                            69
2556              2.0949961E-5                         10                            9
7275              2.094932E-5                         31                            132
6395              2.0947326E-5                         9                            90
5213              2.0943979E-5                         59                            133
50              2.0939777E-5                         1                            2
9376              2.0929943E-5                         40                            197
8025              2.0928095E-5                         8                            100
9437              2.0917934E-5                         25                            17
7949              2.090162E-5                         22                            29
11150              2.0890297E-5                         79                            146
5122              2.0889653E-5                         35                            31
821              2.0889132E-5                         2                            5
10351              2.0878248E-5                         20                            78
2612              2.0864998E-5                         30                            51
7462              2.0864223E-5                         18                            14
8032              2.0862622E-5                         64                            90
1454              2.086236E-5                         50                            51
6675              2.085488E-5                         7                            5
4092              2.085074E-5                         36                            40
7253              2.0847863E-5                         8                            11
4198              2.0844938E-5                         21                            51
8898              2.0831296E-5                         18                            41
4718              2.082283E-5                         25                            68
1202              2.0819458E-5                         18                            25
1430              2.0816116E-5                         13                            2
9186              2.0815292E-5                         9                            26
7629              2.0808708E-5                         16                            58
7951              2.0801574E-5                         22                            16
6286              2.0799074E-5                         29                            12
7376              2.0795811E-5                         16                            8
4921              2.0793363E-5                         6                            55
5845              2.0789581E-5                         55                            439
4572              2.0780328E-5                         4                            2
8226              2.075709E-5                         9                            26
10262              2.0733474E-5                         10                            13
7262              2.0731259E-5                         51                            324
9973              2.0731044E-5                         43                            70
9995              2.0728283E-5                         3                            6
7119              2.0724761E-5                         7                            173
6798              2.0715454E-5                         33                            31
11208              2.0713096E-5                         26                            37
5773              2.0697044E-5                         15                            18
7125              2.0688687E-5                         32                            247
4831              2.0682648E-5                         14                            19
262              2.0681004E-5                         3                            1
2664              2.0678792E-5                         11                            42
7439              2.0662523E-5                         11                            45
8035              2.0661291E-5                         27                            101
4188              2.0658632E-5                         7                            1
5839              2.0658164E-5                         37                            49
2397              2.0654215E-5                         20                            10
4072              2.0652571E-5                         30                            60
6322              2.0643389E-5                         11                            4
7927              2.0641863E-5                         36                            34
9439              2.064099E-5                         19                            31
10287              2.0632884E-5                         30                            101
6978              2.0625675E-5                         39                            69
5551              2.0622956E-5                         19                            71
7208              2.061642E-5                         42                            87
10156              2.0614249E-5                         14                            43
7306              2.0612299E-5                         21                            10
1894              2.060806E-5                         20                            6
9748              2.0607016E-5                         57                            69
7746              2.0592495E-5                         23                            72
10484              2.05911E-5                         19                            133
5998              2.0589123E-5                         64                            55
2922              2.0588577E-5                         4                            11
10445              2.0588126E-5                         8                            73
1806              2.0565429E-5                         6                            4
259              2.0561283E-5                         3                            5
8897              2.0557813E-5                         19                            56
6122              2.0549807E-5                         29                            201
11156              2.0548865E-5                         6                            64
9870              2.0546435E-5                         19                            54
10960              2.0546435E-5                         19                            54
11052              2.0546435E-5                         19                            54
2982              2.054258E-5                         11                            9
9474              2.0541354E-5                         33                            155
6711              2.0540996E-5                         40                            75
10786              2.0540429E-5                         19                            53
7675              2.0537886E-5                         51                            24
8906              2.0536474E-5                         22                            122
5534              2.0534197E-5                         19                            52
6015              2.0534197E-5                         19                            52
11158              2.0534197E-5                         19                            52
8368              2.0532229E-5                         6                            16
2104              2.05303E-5                         34                            117
10489              2.0530031E-5                         15                            145
5635              2.0527721E-5                         19                            51
7682              2.0527721E-5                         19                            51
9058              2.0527721E-5                         19                            51
9588              2.0527721E-5                         19                            51
6197              2.0523601E-5                         5                            22
4107              2.0506712E-5                         19                            48
1833              2.0506515E-5                         23                            7
7483              2.0502433E-5                         13                            18
8987              2.049121E-5                         19                            46
4833              2.0484085E-5                         27                            19
4874              2.046604E-5                         60                            24
10636              2.04577E-5                         32                            14
9624              2.0445972E-5                         19                            41
5938              2.0438567E-5                         27                            60
773              2.0431067E-5                         20                            55
5813              2.0425228E-5                         37                            241
2319              2.0416534E-5                         7                            4
2165              2.0403617E-5                         6                            34
1759              2.0403048E-5                         4                            0
2678              2.0402735E-5                         50                            1
6123              2.0401176E-5                         19                            37
7101              2.0401123E-5                         20                            38
1397              2.0391053E-5                         33                            20
9232              2.0390402E-5                         26                            125
8612              2.0383162E-5                         14                            200
5987              2.0382708E-5                         4                            4
2785              2.0381063E-5                         18                            5
5270              2.037261E-5                         32                            107
9541              2.0372114E-5                         11                            7
2147              2.0370268E-5                         11                            2
2284              2.0369453E-5                         11                            8
1066              2.0358411E-5                         3                            10
5476              2.0354371E-5                         22                            33
6113              2.0345537E-5                         8                            613
5652              2.0345427E-5                         15                            4
5006              2.0344145E-5                         56                            180
7136              2.0337036E-5                         60                            383
3718              2.0336096E-5                         28                            13
9839              2.0330284E-5                         3                            43
8070              2.0326044E-5                         15                            176
4433              2.0323465E-5                         34                            29
2989              2.0320065E-5                         1                            1
2661              2.0316853E-5                         20                            19
7221              2.0312884E-5                         19                            31
8545              2.0302456E-5                         34                            55
2873              2.0295958E-5                         6                            13
5936              2.029483E-5                         19                            30
11279              2.0277126E-5                         50                            269
10919              2.0273077E-5                         48                            124
8679              2.0258612E-5                         15                            12
7063              2.02564E-5                         24                            21
9649              2.0249905E-5                         25                            251
6802              2.0243402E-5                         19                            3
10563              2.0242602E-5                         9                            12
2826              2.0229192E-5                         8                            1
8850              2.022634E-5                         46                            73
6609              2.0220228E-5                         18                            30
1302              2.020664E-5                         1                            5
3677              2.0205827E-5                         10                            24
9899              2.0201742E-5                         8                            60
5786              2.0200772E-5                         16                            23
2148              2.0196594E-5                         12                            4
5685              2.0192158E-5                         11                            27
1865              2.0185282E-5                         19                            9
6512              2.018516E-5                         34                            130
9009              2.0176223E-5                         7                            50
5003              2.0173986E-5                         31                            94
6067              2.0173567E-5                         19                            15
8103              2.0172134E-5                         5                            50
8039              2.0155992E-5                         19                            24
7201              2.0150655E-5                         2                            19
2667              2.0145922E-5                         11                            18
2330              2.0145884E-5                         22                            25
8018              2.013685E-5                         29                            54
5215              2.0130678E-5                         15                            64
10375              2.012217E-5                         15                            62
4065              2.0117779E-5                         60                            137
5869              2.011771E-5                         15                            61
9528              2.011771E-5                         15                            61
9795              2.0115354E-5                         8                            6
6415              2.0113841E-5                         5                            59
3781              2.0112095E-5                         18                            54
2730              2.0109654E-5                         3                            3
11215              2.0101706E-5                         29                            202
6874              2.0096122E-5                         56                            173
3744              2.0092111E-5                         12                            13
10977              2.0090234E-5                         21                            68
4530              2.0086552E-5                         17                            11
3980              2.0078556E-5                         35                            26
11151              2.0077474E-5                         34                            28
7635              2.0076064E-5                         15                            53
6870              2.0072479E-5                         28                            12
6437              2.0070438E-5                         2                            6
1940              2.006941E-5                         11                            4
3709              2.0063831E-5                         22                            7
5854              2.0063644E-5                         15                            51
6762              2.0057068E-5                         15                            50
10929              2.0050229E-5                         15                            49
632              2.004789E-5                         5                            1
1836              2.0040674E-5                         18                            15
1987              2.0034404E-5                         5                            4
10992              2.0028214E-5                         7                            36
8836              2.002595E-5                         35                            79
5425              2.0019885E-5                         15                            45
4490              2.00176E-5                         12                            65
7595              2.0011454E-5                         15                            44
4004              2.0011452E-5                         15                            44
7825              2.0002637E-5                         15                            43
4465              2.000199E-5                         13                            100
7515              1.9983907E-5                         17                            17
8616              1.997616E-5                         12                            56
5868              1.9973599E-5                         15                            40
3249              1.997031E-5                         5                            33
6132              1.9970008E-5                         15                            65
11231              1.9963965E-5                         22                            27
7824              1.9961086E-5                         21                            38
6563              1.9953335E-5                         10                            54
2061              1.9950294E-5                         1                            1
5600              1.9950294E-5                         1                            1
8157              1.9942861E-5                         63                            94
10966              1.9934767E-5                         40                            377
1438              1.9925976E-5                         5                            5
2353              1.9925976E-5                         5                            5
5746              1.992219E-5                         65                            113
725              1.9910563E-5                         25                            5
6228              1.9903859E-5                         9                            34
1212              1.989784E-5                         14                            5
3715              1.9897372E-5                         1                            17
5206              1.9897372E-5                         1                            50
8308              1.9897372E-5                         1                            42
11204              1.9897372E-5                         1                            70
5568              1.9895033E-5                         12                            44
8816              1.989452E-5                         9                            23
8399              1.989441E-5                         24                            122
10921              1.988708E-5                         47                            209
4376              1.9886269E-5                         12                            43
11135              1.9877094E-5                         12                            42
2476              1.987045E-5                         15                            21
5682              1.9869844E-5                         14                            33
6568              1.9867482E-5                         12                            41
10916              1.98574E-5                         12                            40
8316              1.9842635E-5                         2                            4
7289              1.9842557E-5                         26                            112
6239              1.9834111E-5                         4                            3
11281              1.9830828E-5                         35                            33
4472              1.9826937E-5                         51                            461
3244              1.9823172E-5                         26                            11
8844              1.981223E-5                         49                            767
2408              1.9810655E-5                         8                            13
7169              1.9807932E-5                         6                            10
7277              1.9807932E-5                         6                            2
3963              1.9807634E-5                         8                            45
6850              1.9807634E-5                         8                            45
10985              1.9801906E-5                         4                            6
10302              1.9800511E-5                         61                            60
9898              1.9799865E-5                         7                            64
8905              1.9789213E-5                         32                            5
7863              1.9788722E-5                         11                            16
5364              1.9774008E-5                         32                            70
8937              1.975837E-5                         7                            66
1386              1.9751687E-5                         14                            59
3151              1.9747793E-5                         42                            75
3446              1.9744624E-5                         19                            14
7219              1.9738161E-5                         12                            31
5745              1.9729083E-5                         43                            121
7523              1.9726049E-5                         15                            30
8939              1.9723604E-5                         11                            157
6012              1.970788E-5                         9                            32
5437              1.9688137E-5                         12                            30
3894              1.9686984E-5                         5                            29
11092              1.9679002E-5                         5                            32
3790              1.9676863E-5                         6                            4
6155              1.9674997E-5                         8                            33
8334              1.9672301E-5                         4                            103
8580              1.9667958E-5                         42                            120
3775              1.9660407E-5                         14                            4
4519              1.9648076E-5                         65                            222
4810              1.9647285E-5                         4                            142
7369              1.9637379E-5                         12                            26
7906              1.9637379E-5                         12                            26
35              1.9635729E-5                         25                            1
11390              1.9631665E-5                         9                            35
10160              1.9623552E-5                         9                            21
8941              1.961589E-5                         9                            87
4851              1.9612544E-5                         12                            25
1869              1.9610208E-5                         13                            52
3731              1.9602396E-5                         10                            2
8569              1.9601932E-5                         19                            54
8116              1.9601466E-5                         44                            52
10734              1.9600797E-5                         30                            120
2720              1.9596151E-5                         10                            25
8843              1.9595134E-5                         50                            43
1526              1.95885E-5                         10                            18
11087              1.9581039E-5                         33                            49
2581              1.9576086E-5                         3                            4
10747              1.956737E-5                         25                            1
3650              1.9564395E-5                         7                            5
2586              1.955523E-5                         7                            10
2536              1.9543248E-5                         33                            22
2208              1.9536135E-5                         24                            11
5089              1.9533749E-5                         10                            26
6297              1.9527195E-5                         26                            25
9633              1.952457E-5                         15                            19
5284              1.952342E-5                         15                            40
11242              1.951365E-5                         16                            25
1098              1.9509787E-5                         18                            44
3286              1.949795E-5                         17                            3
4994              1.9486428E-5                         15                            62
1493              1.9484225E-5                         4                            12
8710              1.9478619E-5                         40                            107
9023              1.9478233E-5                         15                            18
2542              1.9476238E-5                         26                            14
4872              1.946746E-5                         1                            1
5446              1.9463338E-5                         15                            57
2267              1.9457037E-5                         6                            2
5700              1.9452875E-5                         23                            8
8562              1.9452713E-5                         57                            220
10949              1.944612E-5                         24                            20
2818              1.9445679E-5                         35                            2
6601              1.9441779E-5                         15                            53
8409              1.9440142E-5                         26                            141
7459              1.9435434E-5                         15                            34
9592              1.9429808E-5                         14                            30
7785              1.942452E-5                         38                            154
5560              1.9423383E-5                         15                            50
4995              1.9422641E-5                         12                            55
5230              1.942214E-5                         4                            21
2851              1.9417943E-5                         13                            16
3148              1.9417255E-5                         4                            15
4189              1.9416759E-5                         15                            49
7431              1.9416584E-5                         38                            122
5621              1.9409865E-5                         15                            48
6466              1.9409865E-5                         15                            48
8081              1.9409865E-5                         15                            48
4224              1.9402682E-5                         15                            47
6861              1.9402682E-5                         15                            47
9585              1.9399493E-5                         36                            155
4695              1.9395191E-5                         15                            46
8416              1.9392835E-5                         2                            2
2100              1.9392624E-5                         2                            1
11308              1.9383984E-5                         17                            35
8072              1.937921E-5                         15                            44
6004              1.937362E-5                         47                            131
7573              1.9369058E-5                         15                            16
6388              1.936358E-5                         13                            176
1002              1.9356225E-5                         5                            3
4438              1.9350848E-5                         15                            26
11126              1.9343102E-5                         28                            185
3374              1.9341558E-5                         14                            13
806              1.9335188E-5                         19                            32
9636              1.932393E-5                         10                            17
8094              1.9319408E-5                         5                            263
5378              1.9313686E-5                         12                            17
4489              1.9309973E-5                         15                            37
6446              1.9304858E-5                         13                            113
10719              1.930149E-5                         15                            63
2520              1.9295056E-5                         1                            2
4083              1.9289124E-5                         41                            14
1103              1.9288349E-5                         15                            27
1090              1.9287561E-5                         13                            19
218              1.9286479E-5                         1                            4
1193              1.9283698E-5                         3                            20
2521              1.9281659E-5                         6                            7
9264              1.9268911E-5                         2                            80
7274              1.9264698E-5                         31                            9
5606              1.9258718E-5                         26                            217
6680              1.9257994E-5                         59                            707
8150              1.9257084E-5                         3                            4
8186              1.9244064E-5                         10                            61
4307              1.9243374E-5                         1                            23
10911              1.9242452E-5                         15                            32
362              1.9242012E-5                         7                            4
10144              1.9239958E-5                         17                            61
6703              1.9235196E-5                         3                            14
5090              1.9230649E-5                         17                            68
4457              1.9227728E-5                         32                            68
10788              1.9220412E-5                         34                            327
5070              1.921666E-5                         23                            25
9013              1.9211087E-5                         25                            11
5392              1.920902E-5                         23                            87
10627              1.920162E-5                         2                            60
3885              1.9200892E-5                         2                            18
5182              1.9200734E-5                         39                            162
8686              1.9197616E-5                         32                            217
5894              1.9195808E-5                         3                            1
4829              1.9191832E-5                         12                            15
8429              1.9191513E-5                         17                            21
804              1.9189614E-5                         2                            0
5132              1.9187411E-5                         13                            97
10092              1.918663E-5                         19                            44
9640              1.9180326E-5                         58                            83
9518              1.9179042E-5                         39                            35
10064              1.9171586E-5                         15                            28
5303              1.917033E-5                         28                            74
391              1.9164687E-5                         4                            3
10827              1.91625E-5                         3                            8
5949              1.916188E-5                         17                            26
10603              1.9156618E-5                         20                            52
3417              1.9150082E-5                         15                            19
3629              1.9146626E-5                         5                            8
5435              1.9145167E-5                         7                            22
10996              1.914182E-5                         35                            52
8910              1.9141018E-5                         30                            272
8235              1.9138279E-5                         20                            19
11291              1.913065E-5                         1                            18
7506              1.9117184E-5                         48                            114
10057              1.9113664E-5                         37                            141
9761              1.9102195E-5                         11                            48
2546              1.9091189E-5                         18                            25
9355              1.9091149E-5                         28                            60
6645              1.9088591E-5                         38                            66
10011              1.908641E-5                         30                            65
2817              1.9080879E-5                         10                            69
10352              1.9068111E-5                         24                            63
10946              1.9064466E-5                         26                            47
6032              1.9060335E-5                         22                            49
1242              1.9059267E-5                         5                            1
9359              1.9055793E-5                         9                            28
7404              1.90545E-5                         13                            38
9060              1.9054452E-5                         9                            14
11080              1.905268E-5                         40                            102
9778              1.9050536E-5                         32                            17
8045              1.9045854E-5                         1                            23
9453              1.9045765E-5                         18                            61
4808              1.9040946E-5                         13                            109
4247              1.9039222E-5                         7                            9
6337              1.9034836E-5                         49                            172
7337              1.9032112E-5                         28                            26
3638              1.9030558E-5                         7                            11
9557              1.9025822E-5                         18                            28
6105              1.902542E-5                         9                            28
3129              1.9019377E-5                         29                            33
9046              1.901652E-5                         26                            76
4060              1.9016448E-5                         21                            138
4424              1.9012288E-5                         2                            9
5406              1.9009207E-5                         66                            334
4262              1.9008901E-5                         8                            9
6528              1.9005562E-5                         21                            84
3199              1.9004456E-5                         2                            58
10230              1.9002551E-5                         19                            10
7155              1.9001727E-5                         3                            55
2474              1.9000581E-5                         8                            13
4187              1.8999213E-5                         5                            6
5976              1.8997616E-5                         22                            30
4521              1.898898E-5                         1                            33
9326              1.898752E-5                         5                            5
6820              1.8985455E-5                         16                            37
8311              1.8984789E-5                         47                            204
2868              1.8975645E-5                         10                            7
2906              1.8974186E-5                         16                            47
7394              1.8972598E-5                         14                            60
2551              1.896735E-5                         4                            62
10739              1.8967286E-5                         38                            37
9337              1.8956913E-5                         5                            8
6799              1.8955305E-5                         21                            31
3806              1.8952294E-5                         23                            7
7778              1.8950363E-5                         54                            54
8878              1.8946064E-5                         53                            54
9062              1.8943185E-5                         8                            13
7815              1.8940984E-5                         34                            61
6696              1.8940827E-5                         15                            70
10766              1.8939147E-5                         37                            154
8127              1.8932278E-5                         20                            126
9276              1.8926297E-5                         24                            35
10565              1.8926192E-5                         8                            17
5950              1.8917428E-5                         2                            173
10205              1.8913172E-5                         21                            5
5687              1.8910328E-5                         1                            9
4654              1.8901974E-5                         10                            104
