id out in
4138 6 9
4139 6 4
4140 2 4
4141 8 10
4142 7 4
4143 6 9
4144 3 17
4145 7 84
4146 1 44
4147 2 32
4148 4 40
4149 6 42
4150 6 37
4151 7 18
4152 5 44
4153 0 23
4154 4 57
4155 1 8
4156 3 212
4157 0 68
4158 106 94
4159 88 90
4160 9 43
4161 11 25
4162 77 101
4163 0 23
4164 2 2
4165 3 37
4166 1 33
4167 0 30
4168 0 2
4169 42 22
4170 12 29
4171 26 58
4172 0 39
4173 8 64
4174 4 12
4175 100 66
4176 2 17
4177 247 210
4178 68 19
4179 11 29
4180 111 388
4181 67 29
4182 6 68
4183 4 34
4184 2 21
4185 37 46
4186 11 27
4187 5 6
4188 7 1
4189 15 49
4190 13 44
4191 32 10
4192 32 11
4193 0 19
4194 0 32
4195 30 367
4196 3 25
4197 0 1
4198 21 51
4199 258 177
4200 1 27
4201 7 15
4202 3 19
4203 38 34
4204 117 86
4205 77 106
4206 1 11
4207 0 120
4208 0 1
4209 1 1
4210 5 41
4211 0 17
4212 6 10
4213 28 65
4214 119 112
4215 103 240
4216 19 61
4217 0 53
4218 0 39
4219 14 5
4220 64 136
4221 3 14
4222 0 2
4223 12 54
4224 15 47
4225 3 40
4226 8 7
4227 132 229
4228 0 1
4229 8 52
4230 14 10
4231 10 74
4232 6 36
4233 80 248
4234 0 23
4235 0 13
4236 17 78
4237 3 16
4238 74 34
4239 2 35
4240 5 60
4241 13 2
4242 0 4
4243 0 41
4244 7 4
4245 3 13
4246 24 11
4247 7 9
4248 14 2
4249 13 6
4250 61 153
4251 14 10
4252 0 22
4253 3 47
4254 13 31
4255 15 86
4256 0 36
4257 2 13
4258 0 21
4259 3 37
4260 13 32
4261 1 1
4262 8 9
4263 0 22
4264 199 22
4265 72 19
4266 130 20
4267 95 25
4268 537 25
4269 265 19
4270 14 4
4271 192 19
4272 99 27
4273 439 20
4274 0 4
4275 62 175
4276 13 255
4277 0 4
4278 0 11
4279 23 293
4280 79 42
4281 1 17
4282 136 78
4283 80 73
4284 128 145
4285 3 17
4286 10 72
4287 80 357
4288 43 24
4289 76 92
4290 9 41
4291 1 107
4292 56 74
4293 172 1
4294 46 52
4295 5 66
4296 1 34
4297 0 14
4298 5 23
4299 3 185
4300 3 249
4301 55 115
4302 9 111
4303 526 297
4304 0 2
4305 56 39
4306 590 400
4307 1 23
4308 15 41
4309 0 30
4310 2 17
4311 3 40
4312 3 14
4313 0 23
4314 11 50
4315 15 58
4316 238 197
4317 1 23
4318 1 1
4319 1 2
4320 21 40
4321 1449 52
4322 397 223
4323 367 140
4324 62 140
4325 172 1
4326 249 170
4327 119 58
4328 153 150
4329 25 9
4330 33 28
4331 27 36
4332 160 590
4333 0 1
4334 162 86
4335 37 377
4336 63 40
4337 206 71
4338 0 21
4339 165 39
4340 263 35
4341 0 18
4342 50 13
4343 286 35
4344 287 10
4345 34 14
4346 65 245
4347 19 8
4348 78 420
4349 12 33
4350 0 27
4351 61 106
4352 23 52
4353 71 236
4354 2 37
4355 12 19
4356 6 15
4357 1 31
4358 0 465
4359 0 25
4360 332 97
4361 205 82
4362 1 89
4363 1549 115
4364 11 8
4365 1550 44
4366 1 20
4367 691 92
4368 627 4
4369 20 49
4370 400 12
4371 1642 7
4372 1355 38
4373 22 44
4374 52 125
4375 42 51
4376 12 43
4377 11 29
4378 8 53
4379 149 245
4380 25 45
4381 22 325
4382 258 263
4383 70 128
4384 45 31
4385 121 62
4386 57 39
4387 86 52
4388 50 117
4389 1 48
4390 16 8
4391 1 25
4392 23 15
4393 1 41
4394 0 1
4395 30 103
4396 114 87
4397 1 72
4398 0 19
4399 200 122
4400 23 11
4401 66 113
4402 0 45
4403 0 16
4404 13 24
4405 0 1
4406 0 28
4407 346 622
4408 1 60
4409 0 28
4410 1 25
4411 2 9
4412 122 355
4413 0 34
4414 0 37
4415 155 62
4416 1 83
4417 18 120
4418 1 27
4419 119 60
4420 0 14
4421 2 10
4422 3 77
4423 20 245
4424 2 9
4425 5 63
4426 1 32
4427 1 60
4428 0 2
4429 0 1
4430 3 26
4431 15 47
4432 66 73
4433 34 29
4434 16 15
4435 1 58
4436 0 0
4437 0 14
4438 15 26
4439 119 269
4440 4 20
4441 0 39
4442 240 57
4443 0 59
4444 65 35
4445 4 66
4446 2 47
4447 199 59
4448 259 95
4449 0 24
4450 12 598
4451 1 1
4452 3 44
4453 95 170
4454 12 73
4455 114 136
4456 65 36
4457 32 68
4458 1 92
4459 9 22
4460 27 37
4461 6 56
4462 98 112
4463 0 35
4464 2 1
4465 13 100
4466 1 22
4467 0 3
4468 395 415
4469 0 37
4470 338 21
4471 4 24
4472 51 461
4473 15 212
4474 19 71
4475 2 2
4476 4 5
4477 1 55
4478 14 212
4479 5 157
4480 8 384
4481 55 211
4482 0 25
4483 87 21
4484 1 4
4485 0 26
4486 10 16
4487 0 41
4488 305 146
4489 15 37
4490 12 65
4491 119 313
4492 0 36
4493 159 140
4494 19 46
4495 295 164
4496 20 13
4497 8 107
4498 135 67
4499 0 20
4500 222 299
4501 18 53
4502 155 89
4503 44 73
4504 926 641
4505 7 77
4506 6 21
4507 0 22
4508 271 205
4509 0 1
4510 1 17
4511 204 14
4512 0 9
4513 7 48
4514 4 73
4515 21 15
4516 29 221
4517 2 10
4518 0 12
4519 65 222
4520 885 2750
4521 1 33
4522 7 77
4523 4 154
4524 2 43
4525 606 439
4526 0 22
4527 2 26
4528 134 583
4529 103 60
4530 17 11
4531 1 36
4532 4 45
4533 44 124
4534 33 396
4535 0 135
4536 327 126
4537 0 1
4538 0 367
4539 56 40
4540 3 22
4541 0 18
4542 0 27
4543 2 11
4544 22 44
4545 204 53
4546 0 27
4547 338 524
4548 53 138
4549 2 12
4550 35 85
4551 19 64
4552 10 58
4553 0 5
4554 120 88
4555 298 163
4556 4 17
4557 1 4
4558 0 33
4559 0 32
4560 3 41
4561 3 53
4562 2 40
4563 13 295
4564 2 2
4565 0 29
4566 55 31
4567 1 8
4568 0 28
4569 3 6
4570 52 49
4571 59 37
4572 4 2
4573 82 63
4574 0 2
4575 5 35
4576 8 36
4577 11 27
4578 1 1
4579 8 10
4580 8 13
4581 1 7
4582 7 55
4583 1 56
4584 5 65
4585 7 42
4586 8 33
4587 7 46
4588 7 36
4589 7 6
4590 4 19
4591 1 38
4592 0 29
4593 0 46
4594 0 22
4595 0 33
4596 0 1
4597 23 88
4598 3 15
4599 113 11
4600 0 35
4601 5 69
4602 0 101
4603 1 54
4604 9 115
4605 0 32
4606 2 32
4607 2 30
4608 1 41
4609 1 35
4610 0 39
4611 423 227
4612 8 33
4613 4 8
4614 1 16
4615 1 39
4616 12 78
4617 287 583
4618 3 66
4619 0 28
4620 2 1
4621 28 39
4622 1 14
4623 112 325
4624 90 771
4625 77 530
4626 6 36
4627 22 223
4628 0 12
4629 36 68
4630 1 27
4631 6 43
4632 11 442
4633 0 14
4634 0 22
4635 1 17
4636 43 276
4637 1 4
4638 3 45
4639 0 53
4640 197 26
4641 26 90
4642 59 94
4643 106 159
4644 55 56
4645 3 29
4646 45 48
4647 65 76
4648 116 119
4649 26 33
4650 13 16
4651 43 30
4652 37 37
4653 31 48
4654 10 104
4655 27 49
4656 179 20
4657 258 85
4658 44 73
4659 11 15
4660 1 23
4661 19 74
4662 1 51
4663 1 67
4664 529 368
4665 18 45
4666 0 7
4667 153 368
4668 79 28
4669 10 26
4670 47 26
4671 286 362
4672 720 1066
4673 70 67
4674 2 100
4675 147 122
4676 1 24
4677 19 93
4678 130 118
4679 0 140
4680 0 51
4681 4 126
4682 0 300
4683 0 62
4684 0 23
4685 0 11
4686 127 8
4687 142 200
4688 0 25
4689 2 14
4690 0 1
4691 8 25
4692 0 3
4693 8 9
4694 3 2
4695 15 46
4696 1 27
4697 23 70
4698 111 48
4699 23 85
4700 0 2
4701 1 55
4702 5 78
4703 147 106
4704 3 24
4705 2 63
4706 1 17
4707 0 37
4708 111 73
4709 426 282
4710 175 61
4711 0 1
4712 52 113
4713 46 59
4714 45 70
4715 10 60
4716 92 91
4717 26 175
4718 25 68
4719 18 19
4720 2 31
4721 1 16
4722 67 60
4723 234 386
4724 20 12
4725 1 29
4726 0 15
4727 0 12
4728 401 159
4729 13 56
4730 0 33
4731 0 29
4732 1 12
4733 0 19
4734 1 2
4735 12 44
4736 0 7
4737 0 14
4738 0 17
4739 1 38
4740 0 33
4741 8 21
4742 2 1
4743 1 40
4744 1 9
4745 2 7
4746 1 32
4747 8 145
4748 0 31
4749 1625 141
4750 0 32
4751 181 229
4752 1 7
4753 0 5
4754 61 81
4755 1 3
4756 1 46
4757 249 101
4758 521 335
4759 235 166
4760 0 20
4761 63 33
4762 3 18
4763 0 26
4764 9 77
4765 18 85
4766 0 128
4767 46 28
4768 8 56
4769 110 410
4770 299 152
4771 468 482
4772 431 223
4773 151 184
4774 12 31
4775 0 1
4776 1 41
4777 39 42
4778 0 1
4779 5 1
4780 4 46
4781 86 41
4782 43 163
4783 18 366
4784 1 9
4785 22 159
4786 140 83
4787 578 164
4788 140 28
4789 7 32
4790 74 26
4791 36 23
4792 120 115
4793 80 37
4794 361 183
4795 467 332
4796 8 26
4797 7 50
4798 1046 743
4799 9 128
4800 44 243
4801 117 49
4802 984 342
4803 5 59
4804 288 468
4805 0 18
4806 332 392
4807 0 109
4808 13 109
4809 37 30
4810 4 142
4811 0 28
4812 19 17
4813 109 99
4814 21 151
4815 181 144
4816 2 82
4817 260 43
4818 292 48
4819 15 76
4820 1 49
4821 151 93
4822 56 252
4823 57 133
4824 4 1
4825 130 85
4826 0 22
4827 4 59
4828 3 83
4829 12 15
4830 90 18
4831 14 19
4832 21 10
4833 27 19
4834 0 10
4835 47 14
4836 1 66
4837 35 85
4838 29 85
4839 7 45
4840 173 171
4841 14 5
4842 69 70
4843 2 4
4844 742 667
4845 98 92
4846 0 55
4847 243 436
4848 1 34
4849 0 10
4850 11 15
4851 12 25
4852 12 73
4853 12 39
4854 0 27
4855 34 8
4856 3 127
4857 400 245
4858 2 8
4859 0 6
4860 859 329
4861 148 113
4862 0 19
4863 452 250
4864 39 92
4865 12 16
4866 1 37
4867 6 30
4868 5 21
4869 1053 55
4870 1643 59
4871 1334 55
4872 1 1
4873 56 300
4874 60 24
4875 82 52
4876 1 96
4877 0 41
4878 72 84
4879 14 27
4880 2 97
4881 1 70
4882 2 3
4883 127 250
4884 8 62
4885 0 1
4886 0 1
4887 4 37
4888 180 97
4889 74 40
4890 268 96
4891 172 1
4892 20 172
4893 0 39
4894 3 65
4895 168 128
4896 1 3
4897 12 4
4898 0 71
4899 4 24
4900 86 55
4901 66 67
4902 1 11
4903 9 23
4904 11 22
4905 6 25
4906 0 13
4907 0 58
4908 222 117
4909 984 55
4910 320 163
4911 1 3
4912 97 58
4913 108 37
4914 81 40
4915 48 30
4916 27 5
4917 6 6
4918 4 8
4919 16 102
4920 1 18
4921 6 55
4922 1 8
4923 9 105
4924 1 74
4925 1 43
4926 0 22
4927 6 37
4928 0 107
4929 8 80
4930 0 13
4931 1 17
4932 250 41
4933 0 29
4934 1 31
4935 1 35
4936 10 20
4937 17 132
4938 0 23
4939 3 62
4940 69 54
4941 16 32
4942 1 21
4943 144 94
4944 189 56
4945 112 40
4946 33 38
4947 31 243
4948 29 124
4949 48 232
4950 1 528
4951 122 374
4952 66 22
4953 12 28
4954 15 160
4955 735 20
4956 2 6
4957 200 128
4958 80 377
4959 0 17
4960 40 248
4961 69 79
4962 0 20
4963 0 15
4964 6 38
4965 1 13
4966 203 150
4967 287 56
4968 5 67
4969 0 29
4970 0 13
4971 3 56
4972 12 44
4973 8 150
4974 4 51
4975 425 702
4976 1 19
4977 79 101
4978 19 50
4979 0 2
4980 2 2
4981 80 214
4982 144 223
4983 36 40
4984 246 230
4985 175 188
4986 1 133
4987 70 248
4988 2 1
4989 6 23
4990 2 53
4991 5 12
4992 0 16
4993 9 57
4994 15 62
4995 12 55
4996 89 156
4997 7 16
4998 20 9
4999 171 46
5000 2 165
5001 0 31
5002 1 5
5003 31 94
5004 67 29
5005 1 313
5006 56 180
5007 23 103
5008 20 13
5009 0 29
5010 13 9
5011 2 41
5012 123 71
5013 3 275
5014 1 146
5015 1 268
5016 243 91
5017 8 37
5018 112 118
5019 2 34
5020 37 56
5021 4 58
5022 4 49
5023 172 15
5024 1 48
5025 5 5
5026 1 40
5027 5 5
5028 0 32
5029 287 58
5030 0 41
5031 292 21
5032 228 33
5033 11 48
5034 91 14
5035 197 20
5036 13 33
5037 70 100
5038 24 18
5039 60 104
5040 3 57
5041 16 94
5042 11 96
5043 0 16
5044 928 409
5045 115 137
5046 15 7
5047 4 21
5048 10 9
5049 76 33
5050 0 88
5051 407 68
5052 197 125
5053 77 29
5054 412 92
5055 106 186
5056 243 64
5057 91 41
5058 121 105
5059 13 19
5060 38 46
5061 0 69
5062 0 24
5063 6 91
5064 0 16
5065 0 38
5066 0 29
5067 0 41
5068 10 51
5069 0 20
5070 23 25
5071 194 127
5072 0 113
5073 5 66
5074 21 123
5075 97 75
5076 255 42
5077 12 3
5078 5 24
5079 0 43
5080 0 90
5081 1 23
5082 3 26
5083 0 19
5084 0 19
5085 31 31
5086 0 5
5087 2 32
5088 4 31
5089 10 26
5090 17 68
5091 143 113
5092 0 24
5093 5 9
5094 81 76
5095 1062 53
5096 4 26
5097 4 42
5098 7 35
5099 8 13
5100 0 40
5101 0 10
5102 1 14
5103 5 60
5104 1 45
5105 2 35
5106 122 71
5107 0 17
5108 0 23
5109 18 21
5110 123 87
5111 16 359
5112 0 19
5113 24 18
5114 0 24
5115 1 84
5116 8 24
5117 16 18
5118 0 39
5119 1261 60
5120 35 121
5121 1 55
5122 35 31
5123 29 71
5124 0 19
5125 34 28
5126 147 211
5127 2 23
5128 5 102
5129 46 46
5130 25 30
5131 1 11
5132 13 97
5133 172 1
5134 1 10
5135 20 21
5136 18 39
5137 64 289
5138 102 65
5139 65 38
5140 10 33
5141 242 151
5142 85 71
5143 0 4
5144 64 218
5145 0 43
5146 4 7
5147 132 2
5148 85 63
5149 85 31
5150 0 354
5151 411 151
5152 6 79
5153 43 131
5154 54 9
5155 71 43
5156 3 44
5157 121 199
5158 2 40
5159 19 12
5160 0 51
5161 6 29
5162 5 21
5163 2 38
5164 0 30
5165 209 62
5166 1 21
5167 134 67
5168 36 83
5169 1554 54
5170 195 60
5171 23 87
5172 0 27
5173 58 132
5174 46 50
5175 18 43
5176 11 28
5177 172 1
5178 55 27
5179 123 137
5180 577 663
5181 14 31
5182 39 162
5183 21 73
5184 210 203
5185 110 159
5186 36 37
5187 16 31
5188 1 9
5189 2161 29
5190 0 44
5191 0 1
5192 26 220
5193 4 70
5194 2 45
5195 1 37
5196 3 5
5197 0 58
5198 1 8
5199 3 43
5200 0 27
5201 0 159
5202 0 13
5203 1 1
5204 54 85
5205 67 41
5206 1 50
5207 157 480
5208 157 118
5209 2 32
5210 0 14
5211 0 28
5212 104 39
5213 59 133
5214 2 48
5215 15 64
5216 8 16
5217 1 23
5218 0 18
5219 13 13
5220 2 74
5221 1 29
5222 0 39
5223 0 18
5224 1 27
5225 46 31
5226 868 16
5227 2 40
5228 2 17
5229 0 24
5230 4 21
5231 8 22
5232 197 31
5233 59 32
5234 0 19
5235 4 28
5236 0 32
5237 1102 50
5238 0 3
5239 169 56
5240 5 26
5241 41 35
5242 0 26
5243 60 76
5244 0 56
5245 3 27
5246 1 36
5247 1 33
5248 1 18
5249 6 32
5250 0 63
5251 114 41
5252 9 72
5253 0 23
5254 45 265
5255 439 38
5256 13 95
5257 10 50
5258 0 20
5259 0 36
5260 15 9
5261 0 8
5262 1 57
5263 5 45
5264 0 23
5265 169 26
5266 1 1
5267 0 54
5268 22 40
5269 2 108
5270 32 107
5271 0 31
5272 5 20
5273 30 27
5274 60 81
5275 110 103
5276 72 105
5277 140 221
5278 28 58
5279 1 95
5280 57 69
5281 1 13
5282 31 20
5283 82 82
5284 15 40
5285 5 30
5286 0 17
5287 34 7
5288 100 93
5289 2 35
5290 484 224
5291 64 42
5292 1 233
5293 0 2
5294 131 206
5295 248 71
5296 1 105
5297 66 3
5298 3 140
5299 355 234
5300 459 114
5301 223 480
5302 14 532
5303 28 74
5304 0 1
5305 0 63
5306 7 72
5307 8 52
5308 186 57
5309 2 31
5310 53 76
5311 2 34
5312 0 7
5313 0 51
5314 103 8
5315 260 139
5316 19 10
5317 0 5
5318 100 54
5319 51 86
5320 1 24
5321 55 269
5322 56 146
5323 0 5
5324 4 47
5325 0 4
5326 0 9
5327 12 20
5328 107 50
5329 21 77
5330 0 28
5331 127 98
5332 40 42
5333 58 80
5334 164 171
5335 64 77
5336 0 22
5337 0 18
5338 38 178
5339 14 14
5340 5 164
5341 391 339
5342 238 255
5343 39 267
5344 19 40
5345 17 26
5346 0 147
5347 14 218
5348 79 303
5349 507 353
5350 13 2
5351 139 172
5352 79 53
5353 169 90
5354 0 76
5355 18 581
5356 78 76
5357 2 106
5358 10 23
5359 0 2
5360 563 435
5361 208 67
5362 2 23
5363 320 406
5364 32 70
5365 0 22
5366 0 2
5367 0 53
5368 101 33
5369 397 265
5370 172 1
5371 4 23
5372 58 80
5373 405 481
5374 8 319
5375 199 85
5376 9 11
5377 0 15
5378 12 17
5379 0 2
5380 8 52
5381 0 97
5382 87 129
5383 50 65
5384 0 11
5385 16 38
5386 3 27
5387 17 59
5388 1 28
5389 0 13
5390 24 75
5391 3 21
5392 23 87
5393 6 51
5394 3 32
5395 0 43
5396 2 68
5397 1 37
5398 26 8
5399 12 19
5400 12 22
5401 0 50
5402 0 39
5403 0 14
5404 65 130
5405 18 54
5406 66 334
5407 101 40
5408 2 51
5409 14 10
5410 13 29
5411 1 3
5412 16 16
5413 108 44
5414 1 1
5415 1 36
5416 60 182
5417 86 47
5418 66 52
5419 6 1
5420 29 18
5421 32 82
5422 1 15
5423 173 71
5424 10 47
5425 15 45
5426 0 25
5427 27 59
5428 2 38
5429 60 208
5430 37 57
5431 0 13
5432 0 26
5433 97 89
5434 4 117
5435 7 22
5436 18 12
5437 12 30
5438 175 244
5439 15 19
5440 103 156
5441 1 88
5442 27 249
5443 318 97
5444 83 106
5445 6 128
5446 15 57
5447 4 22
5448 12 22
5449 32 21
5450 12 8
5451 13 31
5452 4 35
5453 1 3
5454 0 98
5455 0 17
5456 1 326
5457 1241 41
5458 0 27
5459 1 8
5460 2801 33
5461 221 164
5462 131 97
5463 17 212
5464 194 38
5465 137 89
5466 268 249
5467 295 197
5468 173 21
5469 34 116
5470 46 386
5471 13 39
5472 0 2
5473 2 56
5474 10 146
5475 3 24
5476 22 33
5477 30 208
5478 0 31
5479 0 88
5480 5 36
5481 1 57
5482 3 46
5483 6 40
5484 218 114
5485 6 11
5486 0 19
5487 48 21
5488 0 61
5489 233 119
5490 8 92
5491 1 30
5492 1196 31
5493 0 25
5494 59 26
5495 1 54
5496 0 131
5497 14 60
5498 270 130
5499 125 113
5500 50 5
5501 31 60
5502 197 16
5503 19 58
5504 0 24
5505 16 72
5506 30 78
5507 15 41
5508 3 45
5509 14 178
5510 17 4
5511 118 77
5512 2 24
5513 15 8
5514 59 78
5515 64 61
5516 6 70
5517 142 473
5518 1 36
5519 0 12
5520 501 10
5521 0 23
5522 0 8
5523 0 27
5524 54 75
5525 4 41
5526 13 54
5527 0 49
5528 332 213
5529 55 350
5530 2 39
5531 116 61
5532 133 107
5533 9 10
5534 19 52
5535 78 119
5536 0 13
5537 58 40
5538 0 51
5539 242 39
5540 0 14
5541 60 237
5542 85 57
5543 3 3
5544 10 10
5545 51 64
5546 8 14
5547 6 87
5548 7 156
5549 43 68
5550 407 281
5551 19 71
5552 39 72
5553 13 53
5554 1730 26
5555 133 30
5556 0 3
5557 76 63
5558 0 63
5559 30 64
5560 15 50
5561 0 39
5562 20 15
5563 0 21
5564 8 19
5565 0 23
5566 0 38
5567 147 77
5568 12 44
5569 0 15
5570 10 122
5571 0 54
5572 0 60
5573 0 11
5574 0 21
5575 31 103
5576 244 665
5577 56 49
5578 0 35
5579 0 7
5580 0 4
5581 0 45
5582 62 158
5583 1 492
5584 19 75
5585 0 21
5586 74 307
5587 100 174
5588 6 25
5589 1 62
5590 78 94
5591 0 16
5592 81 44
5593 0 23
5594 0 63
5595 27 236
5596 48 290
5597 25 48
5598 114 117
5599 12 25
5600 1 1
5601 0 22
5602 0 18
5603 0 18
5604 637 48
5605 5 38
5606 26 217
5607 12 51
5608 375 398
5609 4 46
5610 61 74
5611 86 62
5612 115 764
5613 1 38
5614 4 23
5615 99 19
5616 8 31
5617 13 62
5618 403 31
5619 35 37
5620 230 68
5621 15 48
5622 11 98
5623 140 82
5624 51 76
5625 1 18
5626 13 18
5627 345 47
5628 390 526
5629 6 51
5630 0 15
5631 0 30
5632 2 10
5633 3 116
5634 38 4
5635 19 51
5636 18 40
5637 143 159
5638 16 20
5639 139 188
5640 0 19
5641 4 49
5642 4 36
5643 1 31
5644 89 166
5645 3 18
5646 1 42
5647 20 41
5648 205 70
5649 367 276
5650 275 187
5651 40 172
5652 15 4
5653 196 123
5654 115 51
5655 371 321
5656 175 47
5657 122 79
5658 56 161
5659 257 185
5660 22 55
5661 13 29
5662 14 32
5663 52 38
5664 120 56
5665 158 163
5666 1 68
5667 148 48
5668 454 282
5669 1 128
5670 115 159
5671 39 132
5672 1 37
5673 20 61
5674 239 184
5675 16 225
5676 174 116
5677 83 92
5678 1 7
5679 157 56
5680 44 28
5681 19 27
5682 14 33
5683 112 52
5684 192 191
5685 11 27
5686 17 42
5687 1 9
5688 6 22
5689 172 1
5690 28 89
5691 90 363
5692 97 90
5693 77 360
5694 2 56
5695 4 9
5696 5 58
5697 0 1
5698 1 3
5699 263 860
5700 23 8
5701 16 100
5702 215 183
5703 212 18
5704 3 26
5705 43 232
5706 61 15
5707 103 112
5708 2 1
5709 4 46
5710 24 4
5711 20 199
5712 190 6
5713 202 133
5714 20 10
5715 1 14
5716 1 5
5717 1 6
5718 83 72
5719 2 14
5720 0 26
5721 1 76
5722 2 135
5723 110 107
5724 0 5
5725 31 56
5726 32 32
5727 4 18
5728 129 14
5729 85 34
5730 0 16
5731 2 30
5732 262 28
5733 150 169
5734 39 19
5735 100 120
5736 27 150
5737 10 267
5738 0 53
5739 280 268
5740 13 47
5741 0 20
5742 72 15
5743 47 65
5744 0 51
5745 43 121
5746 65 113
5747 109 96
5748 79 76
5749 1 39
5750 25 27
5751 109 314
5752 2 115
5753 9 94
5754 303 30
5755 2 69
5756 1 617
5757 0 21
5758 76 91
5759 0 18
5760 0 10
5761 18 220
5762 1 1
5763 3 70
5764 215 646
5765 83 80
5766 62 13
5767 79 35
5768 62 23
5769 26 4
5770 157 106
5771 143 278
5772 161 88
5773 15 18
5774 488 274
5775 57 59
5776 155 119
5777 12 88
5778 188 112
5779 232 113
5780 134 117
5781 341 196
5782 121 126
5783 60 52
5784 9 3
5785 154 189
5786 16 23
5787 2 5
5788 3 23
5789 16 43
5790 1 4
5791 0 13
5792 14 77
5793 0 36
5794 2 52
5795 17 29
5796 2 130
5797 2 61
5798 3 46
5799 781 27
5800 4 43
5801 3 48
5802 33 27
5803 499 1440
5804 1 3
5805 65 211
5806 1 8
5807 3 13
5808 937 51
5809 0 32
5810 64 220
5811 116 74
5812 1 15
5813 37 241
5814 14 111
5815 378 272
5816 186 133
5817 200 186
5818 0 10
5819 0 49
5820 132 187
5821 0 34
5822 148 113
5823 3 120
5824 0 41
5825 1 8
5826 1 29
5827 14 71
5828 5 13
5829 44 85
5830 10 25
5831 35 77
5832 11 42
5833 632 105
5834 482 244
5835 4 519
5836 474 1561
5837 5 22
5838 105 496
5839 37 49
5840 273 814
5841 10 13
5842 7 15
5843 19 1048
5844 70 127
5845 55 439
5846 6 57
5847 1 38
5848 0 9
5849 5 34
5850 23 48
5851 4 26
5852 5 25
5853 12 17
5854 15 51
5855 24 26
5856 105 26
5857 15 14
5858 1 25
5859 3 7
5860 7 33
5861 0 21
5862 0 6
5863 187 55
5864 1 28
5865 11 31
5866 6 8
5867 37 219
5868 15 40
5869 15 61
5870 2 71
5871 12 24
5872 17 7
5873 8 31
5874 1 56
5875 0 20
5876 2 933
5877 1 4
5878 0 23
5879 14 57
5880 1 10
5881 678 93
5882 0 18
5883 3 33
5884 2 47
5885 0 43
5886 1 3
5887 0 11
5888 1 2
5889 1 83
5890 0 20
5891 0 529
5892 57 227
5893 21 126
5894 3 1
5895 6 2
5896 1 11
5897 0 16
5898 0 11
5899 4 16
5900 0 52
5901 15 55
5902 1 42
5903 168 27
5904 63 17
5905 383 49
5906 954 64
5907 98 46
5908 8 38
5909 86 23
5910 1 16
5911 0 9
5912 6 191
5913 8 23
5914 25 49
5915 0 41
5916 0 19
5917 0 1
5918 0 9
5919 3 58
5920 1 29
5921 0 32
5922 0 19
5923 0 21
5924 1 22
5925 0 54
5926 1 1
5927 29 127
5928 0 13
5929 0 32
5930 0 24
5931 0 10
5932 0 32
5933 0 11
5934 30 22
5935 125 159
5936 19 30
5937 51 150
5938 27 60
5939 98 393
5940 20 13
5941 82 25
5942 291 215
5943 71 52
5944 71 26
5945 6 26
5946 19 104
5947 3 33
5948 30 56
5949 17 26
5950 2 173
5951 0 20
5952 4 773
5953 21 14
5954 12 59
5955 0 36
5956 1 7
5957 13 50
5958 274 148
5959 8 11
5960 0 29
5961 10 11
5962 0 72
5963 0 21
5964 1 126
5965 3 26
5966 5 35
5967 0 13
5968 112 126
5969 0 12
5970 65 66
5971 0 28
5972 0 17
5973 2 31
5974 5 12
5975 1 13
5976 22 30
5977 128 133
5978 68 116
5979 7 40
5980 141 253
5981 1 6
5982 41 57
5983 4 60
5984 23 83
5985 13 38
5986 152 14
5987 4 4
5988 3 9
5989 12 58
5990 0 41
5991 0 15
5992 22 32
5993 53 45
5994 76 192
5995 121 323
5996 1 37
5997 16 281
5998 64 55
5999 18 26
6000 1 373
6001 9 20
6002 516 1
6003 16 26
6004 47 131
6005 2 16
6006 364 1747
6007 5 168
6008 217 138
6009 0 4
6010 212 119
6011 737 588
6012 9 32
6013 186 241
6014 0 15
6015 19 52
6016 7 31
6017 741 675
6018 1 129
6019 386 124
6020 8 23
6021 1 31
6022 33 8
6023 3 14
6024 1 17
6025 0 8
6026 0 30
6027 20 9
6028 5 6
6029 6 62
6030 6 12
6031 1 45
6032 22 49
6033 0 20
6034 8 20
6035 0 22
6036 0 41
6037 17 46
6038 0 2
6039 0 31
6040 17 577
6041 18 192
6042 127 945
6043 0 9
6044 1 6
6045 178 56
6046 178 63
6047 68 27
6048 11 5
6049 3 23
6050 22 35
6051 21 24
6052 3 31
6053 1 158
6054 5 40
6055 104 86
6056 133 89
6057 41 29
6058 6 46
6059 4 33
6060 4 18
6061 6 30
6062 5 51
6063 0 16
6064 0 20
6065 0 102
6066 1 64
6067 19 15
6068 69 6
6069 0 26
6070 34 67
6071 5 164
6072 49 59
6073 0 48
6074 14 18
6075 219 136
6076 0 21
6077 14 80
6078 69 53
6079 40 18
6080 69 105
6081 1 66
6082 0 72
6083 6 32
6084 1 22
6085 9 14
6086 11 140
6087 0 19
6088 151 98
6089 13 12
6090 0 1
6091 2 13
6092 111 70
6093 1 5
6094 0 2
6095 108 74
6096 115 85
6097 3 1
6098 98 90
6099 139 101
6100 266 181
6101 120 60
6102 333 64
6103 91 162
6104 0 21
6105 9 28
6106 3 48
6107 0 21
6108 707 90
6109 4 53
6110 15 185
6111 1 16
6112 0 16
6113 8 613
6114 7 70
6115 103 265
6116 13 27
6117 47 88
6118 57 32
6119 36 91
6120 256 54
6121 0 4
6122 29 201
6123 19 37
6124 0 188
6125 14 19
6126 34 27
6127 0 5
6128 83 75
6129 1393 1
6130 71 142
6131 33 83
6132 15 65
